bhk,size,floor,area_type,city,furnishing_status,tenant_preferred,bathroom,point_of_contact
3,1400,11 out of 15,Super Area,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner
3,2800,16 out of 19,Carpet Area,Hyderabad,Furnished,Family,3,Contact Agent
2,950,1 out of 5,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
3,932,14 out of 20,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent
2,700,1 out of 3,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
3,1415,4 out of 13,Super Area,Chennai,Furnished,Bachelors/Family,2,Contact Owner
2,696,13 out of 21,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
1,550,Ground out of 2,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
3,1150,32 out of 41,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent
2,900,1 out of 2,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
2,900,Ground out of 4,Carpet Area,Delhi,Furnished,Bachelors/Family,2,Contact Agent
2,575,1 out of 2,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,1200,2 out of 5,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,2,Contact Agent
2,800,2 out of 3,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
2,1200,3 out of 4,Carpet Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Agent
2,800,1 out of 5,Carpet Area,Mumbai,Furnished,Bachelors/Family,2,Contact Agent
3,1900,4 out of 10,Carpet Area,Hyderabad,Semi-Furnished,Family,3,Contact Agent
3,1450,1 out of 4,Carpet Area,Chennai,Unfurnished,Bachelors,2,Contact Agent
2,778,4 out of 4,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
3,1800,14 out of 30,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Agent
2,560,Ground out of 3,Carpet Area,Mumbai,Furnished,Bachelors,2,Contact Owner
2,610,2 out of 4,Carpet Area,Chennai,Furnished,Bachelors/Family,1,Contact Agent
1,300,1 out of 2,Super Area,Chennai,Unfurnished,Bachelors,1,Contact Owner
2,1100,1 out of 2,Super Area,Chennai,Semi-Furnished,Bachelors,2,Contact Owner
1,700,Ground out of 2,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
2,900,Ground out of 3,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
4,1900,5 out of 20,Carpet Area,Chennai,Semi-Furnished,Family,4,Contact Agent
2,1100,1 out of 5,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
3,2120,9 out of 18,Super Area,Chennai,Furnished,Bachelors/Family,3,Contact Owner
2,1000,Ground out of 2,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3,1900,3 out of 3,Carpet Area,Chennai,Semi-Furnished,Family,3,Contact Agent
2,1210,14 out of 29,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,1428,4 out of 8,Super Area,Hyderabad,Semi-Furnished,Family,2,Contact Agent
3,2400,2 out of 2,Carpet Area,Chennai,Furnished,Bachelors/Family,3,Contact Agent
1,450,1 out of 3,Super Area,Hyderabad,Unfurnished,Family,1,Contact Agent
3,1550,1 out of 3,Carpet Area,Chennai,Unfurnished,Bachelors,3,Contact Agent
3,1400,2 out of 4,Super Area,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner
3,1417,7 out of 30,Carpet Area,Hyderabad,Furnished,Bachelors,3,Contact Agent
2,800,13 out of 17,Carpet Area,Chennai,Semi-Furnished,Family,2,Contact Agent
2,800,1 out of 1,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,900,Ground out of 2,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner
3,1150,1 out of 2,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Agent
2,950,1 out of 1,Carpet Area,Chennai,Unfurnished,Bachelors,2,Contact Owner
2,1135,3 out of 5,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,1100,17 out of 20,Carpet Area,Chennai,Semi-Furnished,Family,2,Contact Agent
3,1100,5 out of 18,Carpet Area,Chennai,Unfurnished,Bachelors,2,Contact Agent
2,600,7 out of 7,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2,1080,1 out of 2,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
3,2500,Ground out of 1,Carpet Area,Chennai,Unfurnished,Bachelors/Family,3,Contact Agent
3,1350,Ground out of 2,Super Area,Chennai,Furnished,Family,3,Contact Owner
3,1700,11 out of 17,Carpet Area,Hyderabad,Furnished,Bachelors/Family,3,Contact Agent
2,950,2 out of 3,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,750,1 out of 5,Carpet Area,Chennai,Furnished,Family,2,Contact Owner
2,900,1 out of 4,Carpet Area,Chennai,Semi-Furnished,Family,2,Contact Agent
2,850,1 out of 3,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
3,2100,Ground out of 2,Super Area,Chennai,Semi-Furnished,Bachelors/Family,4,Contact Owner
2,650,6 out of 7,Carpet Area,Mumbai,Unfurnished,Family,2,Contact Agent
2,700,Ground out of 3,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
2,1200,3 out of 3,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2,800,1 out of 3,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,875,2 out of 2,Super Area,Chennai,Semi-Furnished,Bachelors,2,Contact Owner
2,900,2 out of 4,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2,840,Ground out of 3,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,610,4 out of 4,Carpet Area,Chennai,Furnished,Bachelors/Family,1,Contact Agent
4,3698,16 out of 22,Carpet Area,Hyderabad,Semi-Furnished,Family,5,Contact Agent
4,3133,14 out of 14,Carpet Area,Hyderabad,Furnished,Family,5,Contact Agent
3,2500,47 out of 89,Carpet Area,Mumbai,Semi-Furnished,Bachelors,3,Contact Agent
1,350,2 out of 4,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2,1150,1 out of 3,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
3,1700,4 out of 5,Super Area,Hyderabad,Unfurnished,Family,2,Contact Agent
3,2395,14 out of 17,Carpet Area,Hyderabad,Semi-Furnished,Family,3,Contact Agent
2,750,12 out of 19,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
3,1900,9 out of 15,Carpet Area,Hyderabad,Unfurnished,Bachelors,3,Contact Agent
2,1500,2 out of 4,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2,720,5 out of 7,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
4,3500,1 out of 4,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,4,Contact Agent
4,2600,2 out of 2,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,4,Contact Agent
1,300,3 out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors,1,Contact Agent
2,1200,Ground out of 4,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,1200,Ground out of 1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
3,1500,2 out of 4,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Agent
2,900,3 out of 3,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,600,Ground out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,Contact Agent
3,950,Upper Basement out of 9,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent
2,950,Ground out of 1,Super Area,Hyderabad,Unfurnished,Family,2,Contact Owner
2,1095,4 out of 5,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
1,400,3 out of 4,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
1,450,1 out of 1,Super Area,Chennai,Unfurnished,Family,1,Contact Owner
1,1000,1 out of 2,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
2,1100,Ground out of 4,Carpet Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
2,900,1 out of 3,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,650,1 out of 2,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3,1800,Ground out of 2,Super Area,Chennai,Unfurnished,Bachelors,2,Contact Owner
3,2600,2 out of 5,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent
1,550,Ground out of 1,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
3,2290,4 out of 24,Super Area,Hyderabad,Semi-Furnished,Bachelors,3,Contact Agent
2,900,2 out of 3,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,1000,1 out of 3,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
3,1900,2 out of 5,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent
3,1600,2 out of 5,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent
1,80,Ground out of 2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
1,650,2 out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent
2,985,1 out of 4,Carpet Area,Chennai,Unfurnished,Bachelors,2,Contact Owner
1,500,7 out of 11,Carpet Area,Chennai,Furnished,Bachelors/Family,1,Contact Agent
2,1200,2 out of 4,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
2,700,Ground out of 2,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
2,900,1 out of 3,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
3,900,3 out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors,3,Contact Agent
2,1099,2 out of 2,Super Area,Chennai,Semi-Furnished,Family,2,Contact Owner
2,780,5 out of 14,Carpet Area,Chennai,Unfurnished,Family,2,Contact Owner
1,250,2 out of 3,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
1,250,Ground out of 4,Carpet Area,Delhi,Furnished,Bachelors,1,Contact Agent
4,2520,2 out of 2,Carpet Area,Hyderabad,Semi-Furnished,Family,5,Contact Owner
1,500,1 out of 2,Super Area,Chennai,Furnished,Bachelors/Family,1,Contact Owner
3,1800,1 out of 2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2,140,2 out of 4,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
1,450,Ground out of 2,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
1,400,Ground out of 2,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,400,1 out of 4,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
4,3300,Ground out of 14,Carpet Area,Hyderabad,Semi-Furnished,Family,4,Contact Agent
1,580,1 out of 2,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
3,1220,6 out of 10,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3,1150,7 out of 41,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent
2,780,2 out of 2,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3,1600,2 out of 5,Super Area,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner
3,1757,9 out of 10,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
2,1200,1 out of 1,Carpet Area,Chennai,Unfurnished,Family,3,Contact Owner
2,1100,5 out of 5,Super Area,Hyderabad,Furnished,Family,2,Contact Owner
1,250,1 out of 4,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1,450,8 out of 13,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Agent
1,465,3 out of 4,Super Area,Mumbai,Semi-Furnished,Bachelors,1,Contact Owner
2,1000,4 out of 4,Carpet Area,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
1,420,17 out of 18,Carpet Area,Bangalore,Semi-Furnished,Bachelors,1,Contact Agent
1,280,11 out of 24,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Agent
1,440,Ground out of 4,Carpet Area,Mumbai,Semi-Furnished,Bachelors,1,Contact Agent
2,600,4 out of 10,Carpet Area,Mumbai,Unfurnished,Family,2,Contact Agent
3,1771,10 out of 18,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent
2,650,1 out of 3,Carpet Area,Chennai,Unfurnished,Bachelors,2,Contact Owner
1,385,Ground out of 5,Super Area,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner
2,1200,3 out of 4,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
3,1950,2 out of 5,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
1,420,2 out of 5,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent
4,1750,9 out of 31,Carpet Area,Mumbai,Semi-Furnished,Bachelors,4,Contact Agent
2,590,7 out of 12,Carpet Area,Mumbai,Unfurnished,Family,2,Contact Agent
2,620,3 out of 14,Carpet Area,Mumbai,Semi-Furnished,Family,2,Contact Agent
2,583,10 out of 23,Carpet Area,Mumbai,Unfurnished,Family,2,Contact Agent
1,565,1 out of 8,Super Area,Mumbai,Furnished,Bachelors/Family,2,Contact Owner
2,600,2 out of 7,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent
4,1962,18 out of 20,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent
2,600,4 out of 7,Carpet Area,Chennai,Furnished,Bachelors/Family,2,Contact Agent
1,410,4 out of 7,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent
2,900,60 out of 71,Carpet Area,Mumbai,Semi-Furnished,Bachelors,2,Contact Agent
3,1252,3 out of 5,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
3,2000,25 out of 50,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent
4,2120,46 out of 76,Carpet Area,Mumbai,Furnished,Bachelors/Family,5,Contact Agent
1,400,1 out of 7,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent
2,825,12 out of 13,Super Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner
6,2400,Ground out of 1,Super Area,Hyderabad,Unfurnished,Family,4,Contact Owner
1,470,11 out of 14,Carpet Area,Mumbai,Semi-Furnished,Family,2,Contact Agent
2,1005,2 out of 5,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent
1,400,9 out of 10,Carpet Area,Mumbai,Furnished,Bachelors/Family,1,Contact Agent
2,950,9 out of 28,Carpet Area,Mumbai,Furnished,Bachelors/Family,2,Contact Agent
2,875,12 out of 14,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
3,937,16 out of 27,Carpet Area,Mumbai,Furnished,Family,2,Contact Agent
2,1070,3 out of 4,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
3,1200,1 out of 2,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,650,8 out of 18,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
1,400,3 out of 7,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent
1,500,3 out of 7,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner
2,1100,2 out of 3,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,800,2 out of 2,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3,2150,3 out of 6,Super Area,Bangalore,Semi-Furnished,Bachelors,3,Contact Agent
2,700,1 out of 2,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
2,610,11 out of 18,Carpet Area,Mumbai,Unfurnished,Family,2,Contact Agent
2,640,21 out of 21,Carpet Area,Mumbai,Semi-Furnished,Family,2,Contact Agent
3,240,1 out of 4,Carpet Area,Delhi,Unfurnished,Bachelors/Family,3,Contact Agent
2,935,2 out of 4,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3,1000,4 out of 11,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent
4,2100,3 out of 3,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,4,Contact Agent
2,550,4 out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,1200,2 out of 3,Carpet Area,Bangalore,Semi-Furnished,Family,2,Contact Owner
3,1500,19 out of 31,Super Area,Chennai,Unfurnished,Bachelors,3,Contact Owner
1,650,Ground out of 3,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
4,2000,2 out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent
3,1374,Ground out of 16,Super Area,Bangalore,Semi-Furnished,Family,2,Contact Agent
2,550,Ground out of 2,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
2,630,3 out of 5,Super Area,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
1,400,4 out of 4,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2,650,10 out of 12,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
1,420,1 out of 3,Carpet Area,Mumbai,Semi-Furnished,Family,2,Contact Agent
1,30,1 out of 5,Super Area,Delhi,Furnished,Bachelors/Family,1,Contact Owner
1,520,Ground out of 4,Super Area,Delhi,Furnished,Bachelors/Family,1,Contact Owner
2,650,4 out of 10,Carpet Area,Mumbai,Unfurnished,Family,2,Contact Agent
1,400,4 out of 7,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent
1,420,5 out of 7,Carpet Area,Mumbai,Semi-Furnished,Family,2,Contact Agent
2,2200,1 out of 4,Carpet Area,Delhi,Unfurnished,Bachelors,3,Contact Agent
1,375,6 out of 24,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent
4,1016,3 out of 36,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent
4,2800,6 out of 10,Carpet Area,Delhi,Unfurnished,Bachelors,4,Contact Agent
1,300,3 out of 3,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2,1050,25 out of 42,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
1,455,2 out of 4,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent
1,400,4 out of 4,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent
1,410,9 out of 22,Carpet Area,Mumbai,Semi-Furnished,Family,2,Contact Agent
1,463,5 out of 7,Carpet Area,Mumbai,Furnished,Bachelors/Family,2,Contact Agent
2,750,1 out of 4,Carpet Area,Delhi,Furnished,Bachelors,2,Contact Agent
1,300,2 out of 3,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2,900,Ground out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent
3,1500,Lower Basement out of 2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2,710,11 out of 14,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2,600,2 out of 5,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
1,330,Ground out of 7,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Agent
1,400,1 out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent
3,1550,1 out of 13,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent
2,630,8 out of 12,Carpet Area,Mumbai,Semi-Furnished,Family,2,Contact Agent
3,950,1 out of 4,Carpet Area,Delhi,Furnished,Bachelors,2,Contact Agent
1,480,4 out of 5,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Agent
1,500,13 out of 14,Super Area,Mumbai,Furnished,Bachelors/Family,2,Contact Owner
2,700,4 out of 4,Carpet Area,Delhi,Unfurnished,Bachelors,1,Contact Agent
4,1649,18 out of 29,Carpet Area,Mumbai,Semi-Furnished,Family,3,Contact Agent
1,400,2 out of 13,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent
2,710,15 out of 18,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2,600,1 out of 5,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
2,900,2 out of 3,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1,305,6 out of 24,Carpet Area,Mumbai,Unfurnished,Bachelors,1,Contact Agent
3,1000,16 out of 25,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent
2,1350,1 out of 5,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
3,1100,18 out of 22,Carpet Area,Mumbai,Furnished,Bachelors/Family,2,Contact Agent
1,415,2 out of 7,Super Area,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner
4,1600,43 out of 78,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent
1,435,2 out of 5,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent
1,400,2 out of 3,Carpet Area,Delhi,Unfurnished,Bachelors/Family,2,Contact Agent
2,850,2 out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,Contact Agent
1,450,1 out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors,1,Contact Agent
3,1500,2 out of 3,Super Area,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner
2,710,8 out of 16,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
4,1650,13 out of 18,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent
4,4000,9 out of 9,Super Area,Chennai,Semi-Furnished,Bachelors,4,Contact Agent
3,1500,Ground out of 1,Carpet Area,Chennai,Semi-Furnished,Family,2,Contact Owner
2,1250,Ground out of 6,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,1000,2 out of 3,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
3,1700,3 out of 3,Carpet Area,Chennai,Semi-Furnished,Bachelors,3,Contact Owner
2,973,4 out of 4,Carpet Area,Chennai,Semi-Furnished,Family,2,Contact Owner
2,680,2 out of 4,Carpet Area,Delhi,Furnished,Bachelors,1,Contact Agent
3,1500,4 out of 6,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
