bhk,size,floor,area_type,city,furnishing_status,tenant_preferred,bathroom,point_of_contact
2,1150,4 out of 5,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
3,1250,5 out of 8,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent
1,550,1 out of 2,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
2,1200,2 out of 25,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
3,1500,1 out of 6,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
3,1850,5 out of 5,Carpet Area,Hyderabad,Furnished,Bachelors,3,Contact Owner
2,1010,5 out of 5,Carpet Area,Hyderabad,Unfurnished,Bachelors,2,Contact Owner
1,520,2 out of 4,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
4,2550,2 out of 3,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,4,Contact Agent
2,1200,1 out of 3,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
3,1700,2 out of 2,Super Area,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner
2,1050,3 out of 4,Super Area,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner
2,900,Ground out of 2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2,1200,Ground out of 4,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
2,1600,1 out of 6,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
3,1400,1 out of 3,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,800,Ground out of 6,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4,3000,1 out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,4,Contact Agent
3,1190,5 out of 12,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent
2,950,1 out of 2,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,750,3 out of 4,Super Area,Chennai,Unfurnished,Bachelors/Family,3,Contact Owner
3,1800,3 out of 4,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
2,700,Ground out of 3,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,850,Ground out of 2,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,700,Ground out of 2,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,800,1 out of 2,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
2,1145,1 out of 3,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
3,1600,1 out of 2,Super Area,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner
3,1000,3 out of 6,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2,1100,4 out of 5,Carpet Area,Hyderabad,Furnished,Bachelors,2,Contact Owner
2,854,15 out of 20,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2,850,1 out of 15,Super Area,Chennai,Furnished,Bachelors/Family,2,Contact Owner
3,800,Ground out of 3,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3,1150,1 out of 2,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner
2,500,2 out of 3,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1,500,2 out of 3,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2,500,Ground out of 2,Carpet Area,Chennai,Furnished,Bachelors/Family,2,Contact Owner
2,650,3 out of 4,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2,1000,1 out of 3,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,550,4 out of 4,Carpet Area,Hyderabad,Unfurnished,Bachelors,1,Contact Owner
2,700,1 out of 2,Carpet Area,Bangalore,Semi-Furnished,Family,1,Contact Owner
3,1500,3 out of 4,Carpet Area,Bangalore,Semi-Furnished,Bachelors,3,Contact Agent
2,120,Ground out of 2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
3,1800,1 out of 2,Carpet Area,Chennai,Semi-Furnished,Bachelors,3,Contact Owner
1,490,2 out of 4,Carpet Area,Mumbai,Semi-Furnished,Bachelors,2,Contact Agent
2,800,2 out of 4,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
2,190,1 out of 1,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
2,800,Ground out of 1,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,800,Ground out of 4,Carpet Area,Bangalore,Semi-Furnished,Bachelors,1,Contact Owner
2,1020,1 out of 2,Carpet Area,Chennai,Furnished,Bachelors/Family,2,Contact Owner
2,1109,3 out of 3,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,900,3 out of 4,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
4,2500,16 out of 18,Carpet Area,Chennai,Unfurnished,Bachelors/Family,4,Contact Agent
3,1850,5 out of 6,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2,635,2 out of 2,Carpet Area,Chennai,Semi-Furnished,Bachelors,2,Contact Owner
4,2317,10 out of 12,Super Area,Chennai,Unfurnished,Bachelors/Family,4,Contact Agent
3,917,3 out of 7,Carpet Area,Chennai,Semi-Furnished,Family,2,Contact Owner
2,1000,3 out of 5,Carpet Area,Hyderabad,Furnished,Bachelors,2,Contact Owner
3,950,3 out of 7,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
1,700,Ground out of 2,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
3,2064,11 out of 19,Super Area,Chennai,Semi-Furnished,Family,4,Contact Owner
3,1100,2 out of 4,Carpet Area,Bangalore,Semi-Furnished,Family,2,Contact Owner
1,579,3 out of 4,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
1,700,Ground out of 2,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
1,515,12 out of 42,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent
4,2800,50 out of 75,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent
2,800,2 out of 7,Carpet Area,Mumbai,Unfurnished,Family,2,Contact Agent
5,3900,4 out of 6,Carpet Area,Mumbai,Furnished,Bachelors/Family,5,Contact Agent
2,777,17 out of 22,Carpet Area,Mumbai,Furnished,Bachelors/Family,2,Contact Agent
2,850,9 out of 12,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
2,777,19 out of 22,Carpet Area,Mumbai,Furnished,Bachelors/Family,2,Contact Agent
2,1000,3 out of 15,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2,710,13 out of 18,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2,700,3 out of 8,Carpet Area,Mumbai,Furnished,Family,2,Contact Agent
3,1197,18 out of 26,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent
2,650,11 out of 25,Carpet Area,Mumbai,Unfurnished,Family,2,Contact Agent
4,2200,11 out of 20,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent
3,1130,3 out of 7,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent
3,1710,25 out of 48,Carpet Area,Mumbai,Furnished,Bachelors/Family,3,Contact Agent
2,615,6 out of 14,Carpet Area,Mumbai,Unfurnished,Family,2,Contact Agent
2,800,10 out of 14,Carpet Area,Mumbai,Unfurnished,Family,2,Contact Agent
3,1400,11 out of 13,Carpet Area,Mumbai,Semi-Furnished,Family,3,Contact Agent
3,1250,11 out of 13,Carpet Area,Mumbai,Semi-Furnished,Family,3,Contact Agent
3,1500,15 out of 20,Carpet Area,Mumbai,Furnished,Bachelors/Family,4,Contact Agent
2,888,12 out of 20,Carpet Area,Mumbai,Furnished,Bachelors/Family,2,Contact Agent
3,1358,40 out of 50,Carpet Area,Mumbai,Semi-Furnished,Family,4,Contact Agent
3,1300,1 out of 2,Super Area,Chennai,Furnished,Bachelors/Family,2,Contact Owner
2,661,17 out of 36,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
3,1100,48 out of 54,Carpet Area,Mumbai,Unfurnished,Family,3,Contact Agent
4,2500,2 out of 10,Carpet Area,Mumbai,Furnished,Bachelors/Family,4,Contact Agent
1,300,Ground out of 2,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
2,900,Ground out of 1,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
3,1450,4 out of 4,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
3,1050,3 out of 62,Carpet Area,Mumbai,Unfurnished,Bachelors,3,Contact Agent
3,1350,23 out of 25,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent
3,1400,8 out of 17,Carpet Area,Mumbai,Furnished,Bachelors/Family,3,Contact Agent
2,980,2 out of 3,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
3,1000,16 out of 32,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
1,500,6 out of 8,Carpet Area,Mumbai,Furnished,Family,1,Contact Agent
1,460,10 out of 25,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
1,585,10 out of 14,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2,750,2 out of 8,Carpet Area,Mumbai,Unfurnished,Family,2,Contact Agent
4,2000,6 out of 45,Carpet Area,Mumbai,Furnished,Family,4,Contact Agent
2,800,14 out of 18,Carpet Area,Mumbai,Semi-Furnished,Family,2,Contact Agent
3,1300,37 out of 51,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent
3,1100,15 out of 22,Carpet Area,Mumbai,Semi-Furnished,Family,3,Contact Agent
2,800,7 out of 22,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2,795,7 out of 13,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
3,1600,18 out of 27,Carpet Area,Mumbai,Semi-Furnished,Family,3,Contact Agent
3,2400,Ground out of 8,Carpet Area,Bangalore,Semi-Furnished,Bachelors,3,Contact Agent
3,1450,9 out of 10,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent
3,1350,1 out of 5,Carpet Area,Mumbai,Furnished,Bachelors,3,Contact Agent
3,925,16 out of 36,Carpet Area,Mumbai,Unfurnished,Bachelors,2,Contact Agent
4,1450,30 out of 44,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,4,Contact Agent
3,1200,2 out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,Contact Agent
2,750,1 out of 7,Carpet Area,Mumbai,Semi-Furnished,Bachelors,2,Contact Agent
2,1150,14 out of 40,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
2,680,5 out of 14,Carpet Area,Mumbai,Furnished,Bachelors,2,Contact Agent
2,722,34 out of 48,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
4,2079,4 out of 58,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent
2,888,9 out of 20,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
1,425,11 out of 21,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
2,777,18 out of 24,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
3,1350,1 out of 5,Carpet Area,Mumbai,Furnished,Bachelors,3,Contact Agent
3,1200,14 out of 35,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent
3,2710,4 out of 7,Super Area,Bangalore,Semi-Furnished,Bachelors,3,Contact Agent
2,630,2 out of 5,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent
4,3100,9 out of 22,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,4,Contact Agent
3,1300,3 out of 4,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent
1,625,2 out of 4,Carpet Area,Bangalore,Unfurnished,Bachelors,1,Contact Agent
2,630,10 out of 32,Carpet Area,Mumbai,Unfurnished,Bachelors,2,Contact Agent
2,840,2 out of 4,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2,751,3 out of 30,Carpet Area,Mumbai,Semi-Furnished,Family,2,Contact Agent
3,140,Ground out of 3,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,Contact Agent
2,1000,1 out of 3,Carpet Area,Delhi,Unfurnished,Bachelors,2,Contact Agent
3,900,Upper Basement out of 10,Carpet Area,Mumbai,Semi-Furnished,Family,2,Contact Agent
3,1330,17 out of 43,Carpet Area,Mumbai,Unfurnished,Bachelors,4,Contact Agent
3,1915,3 out of 18,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent
1,446,2 out of 4,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2,900,2 out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,Contact Agent
2,661,19 out of 38,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
3,750,6 out of 16,Carpet Area,Mumbai,Unfurnished,Family,2,Contact Agent
2,1440,2 out of 3,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,Contact Agent
3,1514,34 out of 58,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent
1,450,1 out of 4,Carpet Area,Delhi,Furnished,Bachelors/Family,1,Contact Agent
3,2400,5 out of 14,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,4,Contact Agent
2,600,3 out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,Contact Agent
2,650,10 out of 16,Carpet Area,Mumbai,Furnished,Family,2,Contact Agent
4,2000,9 out of 17,Carpet Area,Mumbai,Furnished,Bachelors/Family,4,Contact Agent
3,1224,14 out of 21,Carpet Area,Mumbai,Unfurnished,Family,3,Contact Agent
3,950,17 out of 25,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent
1,365,18 out of 40,Carpet Area,Mumbai,Furnished,Family,1,Contact Agent
3,1500,17 out of 42,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,4,Contact Agent
2,760,3 out of 11,Carpet Area,Mumbai,Unfurnished,Family,2,Contact Agent
3,1150,8 out of 12,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent
1,450,1 out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors,1,Contact Agent
3,600,3 out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent
4,1600,9 out of 29,Carpet Area,Mumbai,Unfurnished,Family,4,Contact Agent
3,1225,5 out of 13,Carpet Area,Mumbai,Furnished,Bachelors/Family,3,Contact Agent
3,1400,22 out of 30,Carpet Area,Mumbai,Furnished,Bachelors/Family,3,Contact Agent
1,500,3 out of 6,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Agent
3,1650,8 out of 27,Carpet Area,Mumbai,Furnished,Bachelors,4,Contact Agent
4,2608,1 out of 4,Carpet Area,Bangalore,Semi-Furnished,Bachelors,3,Contact Agent
3,1100,6 out of 12,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent
2,760,9 out of 22,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2,1100,2 out of 4,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,900,10 out of 15,Super Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
2,902,41 out of 41,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2,950,7 out of 10,Carpet Area,Mumbai,Semi-Furnished,Family,2,Contact Agent
3,1100,18 out of 22,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
3,1800,10 out of 16,Super Area,Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent
4,1937,20 out of 30,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent
3,1100,9 out of 20,Carpet Area,Mumbai,Semi-Furnished,Bachelors,3,Contact Agent
1,450,5 out of 7,Carpet Area,Mumbai,Semi-Furnished,Bachelors,1,Contact Agent
2,950,2 out of 45,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
3,1100,9 out of 16,Carpet Area,Mumbai,Furnished,Family,3,Contact Agent
2,965,19 out of 27,Super Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
2,742,17 out of 36,Carpet Area,Mumbai,Unfurnished,Family,2,Contact Agent
1,330,13 out of 40,Carpet Area,Mumbai,Furnished,Family,1,Contact Agent
4,2000,27 out of 27,Carpet Area,Mumbai,Unfurnished,Bachelors,5,Contact Agent
1,600,4 out of 5,Carpet Area,Bangalore,Unfurnished,Bachelors,1,Contact Agent
3,1350,18 out of 32,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent
2,585,7 out of 8,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
3,2750,53 out of 60,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent
3,1450,2 out of 5,Carpet Area,Hyderabad,Semi-Furnished,Family,3,Contact Owner
4,2080,34 out of 46,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent
3,2170,44 out of 75,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent
3,2770,3 out of 22,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent
2,895,32 out of 46,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
3,1480,7 out of 14,Carpet Area,Bangalore,Furnished,Family,2,Contact Agent
3,1444,11 out of 14,Super Area,Chennai,Semi-Furnished,Bachelors,3,Contact Agent
3,1200,9 out of 11,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Agent
3,1600,2 out of 5,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent
3,1750,3 out of 5,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent
4,4000,1 out of 2,Super Area,Chennai,Semi-Furnished,Bachelors/Family,4,Contact Agent
3,2200,3 out of 5,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent
3,1900,4 out of 5,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent
4,4761,14 out of 18,Super Area,Hyderabad,Semi-Furnished,Family,5,Contact Agent
3,1484,9 out of 12,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Agent
2,1150,5 out of 11,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2,750,2 out of 2,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
3,1600,8 out of 10,Carpet Area,Hyderabad,Semi-Furnished,Family,3,Contact Agent
2,1140,2 out of 16,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2,1250,2 out of 4,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent
4,2880,9 out of 19,Super Area,Chennai,Semi-Furnished,Bachelors,3,Contact Agent
2,1144,1 out of 1,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent
1,500,1 out of 2,Carpet Area,Chennai,Unfurnished,Bachelors,1,Contact Owner
2,1100,1 out of 12,Carpet Area,Hyderabad,Furnished,Family,2,Contact Agent
1,900,2 out of 2,Carpet Area,Hyderabad,Unfurnished,Family,1,Contact Owner
2,1020,1 out of 11,Carpet Area,Chennai,Furnished,Bachelors/Family,2,Contact Agent
2,1150,4 out of 9,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent
1,500,2 out of 5,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,1,Contact Agent
3,1400,3 out of 5,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Agent
3,1462,3 out of 4,Carpet Area,Chennai,Semi-Furnished,Family,3,Contact Agent
2,618,4 out of 11,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent
3,1600,15 out of 16,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Agent
2,975,Ground out of 2,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent
3,1200,2 out of 2,Carpet Area,Chennai,Unfurnished,Bachelors/Family,3,Contact Owner
3,1500,Ground out of 14,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Agent
4,3455,12 out of 17,Super Area,Hyderabad,Semi-Furnished,Family,4,Contact Agent
2,1200,4 out of 5,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
3,1700,7 out of 15,Carpet Area,Chennai,Furnished,Bachelors,3,Contact Agent
2,1200,2 out of 2,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3,800,1 out of 4,Carpet Area,Chennai,Semi-Furnished,Bachelors,2,Contact Owner
1,750,3 out of 3,Carpet Area,Hyderabad,Semi-Furnished,Family,1,Contact Owner
2,1027,15 out of 19,Super Area,Chennai,Semi-Furnished,Bachelors,2,Contact Agent
2,1200,3 out of 4,Super Area,Hyderabad,Unfurnished,Family,2,Contact Owner
3,3000,1 out of 1,Super Area,Chennai,Furnished,Family,4,Contact Agent
3,2405,10 out of 14,Super Area,Hyderabad,Semi-Furnished,Bachelors,4,Contact Agent
2,1100,4 out of 5,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Agent
1,600,Upper Basement out of 5,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,1,Contact Agent
3,1360,3 out of 8,Super Area,Hyderabad,Furnished,Bachelors,2,Contact Owner
3,1400,2 out of 4,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Agent
2,1300,3 out of 5,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Agent
3,1157,4 out of 8,Super Area,Chennai,Unfurnished,Bachelors/Family,3,Contact Owner
3,1250,2 out of 6,Carpet Area,Hyderabad,Semi-Furnished,Family,3,Contact Owner
3,3200,1 out of 5,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent
3,1300,9 out of 19,Carpet Area,Chennai,Unfurnished,Bachelors/Family,3,Contact Agent
3,1050,5 out of 10,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Agent
2,1100,5 out of 5,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Agent
3,1700,4 out of 16,Carpet Area,Chennai,Furnished,Bachelors/Family,3,Contact Agent
1,550,9 out of 15,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Agent
3,2700,23 out of 30,Carpet Area,Hyderabad,Furnished,Bachelors,3,Contact Agent
3,2300,2 out of 5,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent
3,2310,3 out of 17,Super Area,Hyderabad,Semi-Furnished,Family,3,Contact Agent
3,1200,2 out of 5,Carpet Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Agent
